title,abstract
A review of earth observation-based drought studies in Southeast Asia,"Drought is a recurring natural climatic hazard event over terrestrial land; it poses devastating threats to human health, the economy, and the environment. Given the increasing climate crisis, it is likely that extreme drought phenomena will become more frequent, and their impacts will probably be more devastating. Drought observations from space, therefore, play a key role in dissimilating timely and accurate information to support early warning drought management and mitigation planning, particularly in sparse in-situ data regions. In this paper, we reviewed drought-related studies based on Earth observation (EO) products in Southeast Asia between 2000 and 2021. The results of this review indicated that drought publications in the region are on the increase, with a majority (70%) of the studies being undertaken in Vietnam, Thailand, Malaysia and Indonesia. These countries also accounted for nearly 97% of the economic losses due to drought extremes. Vegetation indices from multispectral optical remote sensing sensors remained a primary source of data for drought monitoring in the region. Many studies (~21%) did not provide accuracy assessment on drought mapping products, while precipitation was the main data source for validation. We observed a positive association between spatial extent and spatial resolution, suggesting that nearly 81% of the articles focused on the local and national scales. Although there was an increase in drought research interest in the region, challenges remain regarding large-area and long time-series drought measurements, the combined drought approach, machine learning-based drought prediction, and the integration of multi-sensor remote sensing products (e.g., Landsat and Sentinel-2). Satellite EO data could be a substantial part of the future efforts that are necessary for mitigating drought-related challenges, ensuring food security, establishing a more sustainable economy, and the preservation of the natural environment in the region."
Land degradation trend in the climatic types of Fars province using remote sensing and climatic variables,"Land degradation rapidly increased in developing countries. Changes in climate and land use in Fars province in the past few decades have intensified the process of destruction and desertification. In the present research, satellite data was used to investigate the temporal and spatial changes of vegetation and its relationship with climate changes in the climate samples of Fars province in the years 2000 to 2020. The trend of changes of these variables in time with the Mann-Kendall method and in determining the time of change and spatial correlation, Pettit's test and Pearson's correlation test were used, respectively. The trend of NDVI in arid and semi-arid climates is increasing and the point of change is from 2010 onwards. Based on this, it can be expected that in most regions of Fars, we see a decrease in the ratio of precipitation to potential evaporation (increase in evaporation) and the decadence trend is increasing. Precipitation has no trend and the surface temperature is decreasing. The spatial pattern of NDVI and precipitation trend is increasing in more than 70% of the region (south), and AI and LST are decreasing in more than 65% of the region (central). NDVI changes spatial correlation with LST, precipitation and AI variables showed that the type of relationship and the strength of correlation were different in climatic regions. The strongest correlations were seen in the cold ultra-arid climates in the northeast and the temperate Mediterranean located in the northwest of the province."
Remoteclip: A vision language foundation model for remote sensing,"General-purpose foundation models have led to recent breakthroughs in artificial intelligence (AI). In remote sensing, self-supervised learning (SSL) and masked image modeling (MIM) have been adopted to build foundation models. However, these models primarily learn low-level features and require annotated data for fine-tuning. Moreover, they are inapplicable for retrieval and zero-shot applications due to the lack of language understanding. To address these limitations, we propose RemoteCLIP, the first vision-language foundation model for remote sensing that aims to learn robust visual features with rich semantics and aligned text embeddings for seamless downstream application. To address the scarcity of pretraining data, we leverage data scaling which converts heterogeneous annotations into a unified image-caption data format based on box-to-caption (B2C) and mask-to-box (M2B) conversion. By further incorporating unmanned aerial vehicle (UAV) imagery, we produce a 12× larger pretraining dataset than the combination of all available datasets. RemoteCLIP can be applied to a variety of downstream tasks, including zero-shot image classification, linear probing, k-NN classification, few-shot classification, image-text retrieval, and object counting in remote sensing images. Evaluation of 16 datasets, including a newly introduced RemoteCount benchmark to test the object counting ability, shows that RemoteCLIP consistently outperforms baseline foundation models across different model scales. Impressively, RemoteCLIP beats the state-of-the-art (SOTA) method by 9.14% mean recall on the RSITMD dataset and 8.92% on the RSICD dataset. For zero-shot classification, our RemoteCLIP outperforms the contrastive language image pretraining (CLIP) baseline by up to 6.39% average accuracy on 12 downstream datasets."
UIEGAN: Adversarial Learning-based Photo-realistic Image Enhancement for Intelligent Underwater Environment Perception,"Underwater image enhancement (UIE) is an essential task for intelligent environment perception in underwater remote visual sensing scenarios. However, the computing power of mobile platforms limits the usage of larger scale models. In this article, we propose a lightweight encoder-decoder architecture [UIE network (UIENet)] to enhance underwater images from visual sensors. We also involve the architecture into a generative adversarial network (UIEGAN) model against a supervised discriminator to further perfect its corrective capabilities for the photorealistic images with more global appearance and local details. The multiresolution counterparts are embedded into the generator to diversify the feature representation of the original inputs. Further, UIEGAN guides the spatial attention module (SAM) and the channel attention module (CAM) to jointly enhance the global-local connection of the image. We evaluate the proposed method on benchmark datasets of UIEB and UFO-120 and report better performance than the state-of-the-art (SOTA) schemes, exceeding 15.43% and 12.85% on peak signal-to-noise ratio (PSNR) than the baselines of these datasets. Besides, by testing on the UIEB challenge, URPC and SQUID datasets without any reference images, our scheme outperforms the other methods on evaluation metrics to validate its generalization performance, and meanwhile uses a series of ablation study demonstrates the effectiveness of the functional modules."
Advancements in the satellite sensing of the impacts of climate and variability on bush encroachment in savannah rangelands,"An increase in shrubs or woody species is likely, directly or indirectly, to significantly affect rural livelihoods, wildlife/livestock productivity and conservation efforts. Poor and inappropriate land use management practices have resulted in rangeland degradation, particularly in semi-arid regions, and this has amplified the bush encroachment rate in many African countries, particularly in key savannah rangelands. The rate of encroachment is also perceived to be connected to other environmental factors, such as climate change, fire and rainfall variability, which may influence the structure and density of the shrubs (woody plants), when compared to uncontrolled grazing. Remote sensing has provided robust data for global studies on both bush encroachment and climate variability over multiple decades, and these data have complemented the local and regional evidence and process studies. This paper thus provides a detailed review of the advancements in the use of remote sensing for the monitoring of bush encroachment on the African continent, which is fuelled by climate variability in the rangeland areas. An understanding of how bush encroachment is fuelled by climate variability and change, as well as its impact on rangelands in the semi-arid areas, is still limited due to the scanty and, at times, fragmented research, especially when it comes to using remote sensing technology. This study also highlights the scientific knowledge gap that exists regarding the impact of climate variability on rangelands, which has yet to be explored by using remotely-sensed data. From a remote sensing viewpoint, rangeland monitoring is challenging when it comes to discriminating between the different herbaceous layers and implementing management practices. Overall, this review emphasizes the increasing role and potential of remote sensing in tracking the impact of climate change on savannah rangelands.
"
Application of Remote-Sensing-Based Hydraulic Model and Hydrological Model in Flood Simulation,"Floods are one of the main natural disaster threats to the safety of people’s lives and property. Flood hazards intensify as the global risk of flooding increases. The control of flood disasters on the basin scale has always been an urgent problem to be solved that is firmly associated with the sustainable development of water resources. As important nonengineering measures for flood simulation and flood control, the hydrological and hydraulic models have been widely applied in recent decades. In our study, on the basis of sufficient remote-sensing and hydrological data, a hydrological (Xin’anjiang (XAJ)) and a two-dimensional hydraulic (2D) model were constructed to simulate flood events and provide support for basin flood management. In the Chengcun basin, the two models were applied, and the model parameters were calibrated by the parameter estimation (PEST) automatic calibration algorithm in combination with the measured data of 10 typical flood events from 1990 to 1996. Results show that the two models performed well in the Chengcun basin. The average Nash–Sutcliffe efficiency (NSE), percentage error of peak discharge (PE), and percentage error of flood volume (RE) were 0.79, 16.55%, and 18.27%, respectively, for the XAJ model, and those values were 0.76, 12.83%, and 11.03% for 2D model. These results indicate that the models had high accuracy, and hydrological and hydraulic models both had good application performance in the Chengcun basin. The study can a provide decision-making basis and theoretical support for flood simulation, and the formulation of flood control and disaster mitigation measures in the basin."
UNetFormer: A UNet-like transformer for efficient semantic segmentation of remote sensing urban scene imagery,"Semantic segmentation of remotely sensed urban scene images is required in a wide range of practical applications, such as land cover mapping, urban change detection, environmental protection, and economic assessment. Driven by rapid developments in deep learning technologies, the convolutional neural network (CNN) has dominated semantic segmentation for many years. CNN adopts hierarchical feature representation, demonstrating strong capabilities for information extraction. However, the local property of the convolution layer limits the network from capturing the global context. Recently, as a hot topic in the domain of computer vision, Transformer has demonstrated its great potential in global information modelling, boosting many vision-related tasks such as image classification, object detection, and particularly semantic segmentation. In this paper, we propose a Transformer-based decoder and construct an UNet-like Transformer (UNetFormer) for real-time urban scene segmentation. For efficient segmentation, the UNetFormer selects the lightweight ResNet18 as the encoder and develops an efficient global–local attention mechanism to model both global and local information in the decoder. Extensive experiments reveal that our method not only runs faster but also produces higher accuracy compared with state-of-the-art lightweight models. Specifically, the proposed UNetFormer achieved 67.8% and 52.4% mIoU on the UAVid and LoveDA datasets, respectively, while the inference speed can achieve up to 322.4 FPS with a 512 × 512 input on a single NVIDIA GTX 3090 GPU. In further exploration, the proposed Transformer-based decoder combined with a Swin Transformer encoder also achieves the state-of-the-art result (91.3% F1 and 84.1% mIoU) on the Vaihingen dataset. The source code will be freely available at https://github.com/WangLibo1995/GeoSeg.
"
Broadband convolutional processing using band-alignment-tunable heterostructures,"Broadband convolutional processing is critical to high-precision image recognition and is of use in remote sensing and environmental monitoring. Implementing in-sensor broadband convolutional processing using conventional complementary metal–oxide–semiconductor technology is, however, challenging because broadband sensing and convolutional processing require the use of the same physical processes. Here we show that a palladium diselenide/molybdenum ditelluride van der Waals heterostructure can provide simultaneous broadband image sensing and convolutional processing. The band alignment between type-II and type-III heterojunctions of the photovoltaic heterostructure is gate tunable, and the devices exhibit linear light-intensity dependence for both positive and negative photoconductivity, as well as linear gate dependence for the broadband photoresponse. Our in-sensor broadband convolutional processing improves recognition accuracy for multi-band images compared with conventional single-band-based convolutional neural networks.
"
Urban flood resilience evaluation based on GIS and multi-source data: a case study of Changchun City,"With extreme rainfall events and rapid urbanization, urban flood disaster events are increasing dramatically. As a key flood control city in China, Changchun City suffers casualties and economic losses every year due to floods. The improvement of flood resilience has become an important means for cities to resist flood risks. Therefore, this paper constructs an assessment model of urban flood resilience from four aspects: infrastructure, environment, society and economy. Then, it quantifies infrastructure and environmental vulnerability based on GIS, and uses TOPSIS to quantify social and economic recoverability. Finally, based on k-means clustering of infrastructure and environmental vulnerability and social and economic recoverability, the flood resilience of Changchun City was evaluated. The results show that different factors have different effects on flood resilience, and cities with low infrastructure and environmental vulnerability and high socioeconomic recoverability are more resilient in the face of floods. In addition, cities in the same cluster have the same flood resilience characteristics. The proposed framework can be extended to other regions of China or different countries by simply modifying the indicator system according to different regions, providing experience for regional flood mitigation and improving flood resilience."
Dynamic prediction method of 3D spatial information of coal mining subsidence water area integrated with landsat remote sensing and knothe time function,"Subsidence water disaster has become a major problem to the ecological environment because of the submerged villages, farmland destruction, and ecological destructive changes in the mining subsidence area of high-water level. Taking the 1031 working face of Wugou Coal Mine in Huaibei, Anhui, China, as the research subject, (1) a three-dimensional (3D) spatial information dynamic prediction method was proposed for high-water-level coal mining subsidence areas by combining the Knothe time function based on the probability integration method (PIM) and the principle of water balance. (2) The dynamic evolution law of the water accumulation area in the high-water-level coal mining subsidence area was studied. (3) The applicability of the dynamic prediction model of the water accumulation range in the high-water-level coal mining subsidence area was verified. The results showed that the dynamic prediction of the 3D spatial information of the high diving area is highly accurate and can be suitable for the dynamic prediction by comparison with the results of remote sensing monitoring and field measurement. As a result, technical reference and theoretical basis for the comprehensive assessment and remediation of the ecological environment of the high diving mining subsidence area were proposed.
"
"Lightweight, pre-trained transformers for remote sensing timeseries","Machine learning methods for satellite data have a range of societally relevant applications, but labels used to train models can be difficult or impossible to acquire. Self-supervision is a natural solution in settings with limited labeled data, but current self-supervised models for satellite data fail to take advantage of the characteristics of that data, including the temporal dimension (which is critical for many applications, such as monitoring crop growth) and availability of data from many complementary sensors (which can significantly improve a model's predictive performance). We present Presto (the Pretrained Remote Sensing Transformer), a model pre-trained on remote sensing pixel-timeseries data. By designing Presto specifically for remote sensing data, we can create a significantly smaller but performant model. Presto excels at a wide variety of globally distributed remote sensing tasks and performs competitively with much larger models while requiring far less compute. Presto can be used for transfer learning or as a feature extractor for simple models, enabling efficient deployment at scale."
Control system development and implementation of a CNC laser engraver for environmental use with remote imaging,"This article is aimed at studying the features of the control systems development for a small-sized Computer Numerical Control (CNC) portative laser engraver. The CNC is implemented in mobile maintenance and repair platforms for remote sensing of the environment where the wild environment may not allow us to access the animals and places. The proposed work in this paper is based on recent research, which shows that applying the automated CNC speeds up the processes of repair, modernizes the equipment size, and significantly reduces the economic costs; accordingly, the authors developed a block diagram of a portable CNC laser engraver. The choice of the hardware was also made, taking into account the possibility of quick replacement in the field, which reduces the repair time and the cost of the developed layout. A control system based on the selected modules was synthesized, and a stability check was carried out using MatLab tools. To check the correctness of the developed control system, the authors developed and assembled an experimental layout to illustrate the results of engraving on such a layout. Finally, the stability and sensitivity of the proposed system have been obtained and proved that the system works in a comfortable zone of stability. The obtained results show that the proposed CNC laser engraver has achieved the expected improvements (high speed, small size, short production and repairing time, minimum human influence factor, and achieving a better outcome).
"
Quantifying the influences of driving factors on land surface temperature during 2003–2018 in China using convergent cross mapping method,"The relationship between land surface temperature (LST) and environmental factors is complex and nonlinear. To determine these relationships for China, this study analyzed the driving effects of air temperature, vegetation index, soil moisture, net surface radiation, precipitation, aerosols, evapotranspiration, and water vapor on LST based on remote-sensing and reanalysis data from 2003–2018, using a convergent cross-mapping method. During the study period, air temperature and net surface radiation were the dominant drivers of LST with a cross-mapping skill above 0.9. Vegetation index and evapotranspiration were the secondary drivers of LST with a cross-mapping skill that was higher than 0.5. Except for air temperature and net surface radiation, the direction and strength of the effects of the driving factors on LST were related to the climate type. The effects of air temperature and net radiation on LST diminished from north to south, indicating that LST was more sensitive to air temperature and net radiation in energy-limited regions. However, the effects of vegetation index and evapotranspiration on LST varied significantly across climate zones; that is, positive effects were mostly in non-monsoonal zones and negative effects were primarily in monsoonal zones. Our results quantified the driving role of environmental factors on LST and provided a comprehensive understanding of LST dynamics."
SCViT: A spatial-channel feature preserving vision transformer for remote sensing image scene classification,"Convolutional neural network (CNN)-based methods are widely used in remote sensing image scene classification and can obtain excellent performances. However, the stacked receptive fields in the CNN-based methods have limitations in modeling the long-range dependencies of local features. The vision transformer (ViT) model provides a good solution as it directly considers the global interactions of local patches by the self-attention mechanism. However, the vanilla ViT model, which simply splits images into fixed-size patches treated as tokens, mainly considers the global information in the spatial domain. In this article, a spatial-channel feature preserving ViT (SCViT) model is proposed, which considers both the detailed geometric information of the high-spatial-resolution (HSR) imagery and the contribution of the different channels contained in the classification token. First, in the proposed method, tokens are generated by progressively aggregating the neighboring overlapping patches to extract the local structural features of the imagery. Second, a multihead self-attention (MSA) mechanism is used to model the global interactions of the tokens in the encoder. A lightweight channel attention (LCA) module is then introduced to consider the importance of the different channels in the classification token. Finally, a multilayer perceptron (MLP) is used to acquire the final results. Compared with the state-of-the-art scene classification methods, the experimental results confirm the potential of using ViT models in remote sensing image scene classification."
Digital twin technology challenges and applications: A comprehensive review,"A digital twin is a virtual representation of a physical object or process capable of collecting information from the real environment to represent, validate and simulate the physical twin’s present and future behavior. It is a key enabler of data-driven decision making, complex systems monitoring, product validation and simulation and object lifecycle management. As an emergent technology, its widespread implementation is increasing in several domains such as industrial, automotive, medicine, smart cities, etc. The objective of this systematic literature review is to present a comprehensive view on the DT technology and its implementation challenges and limits in the most relevant domains and applications in engineering and beyond."
A review of deep learning in multiscale agricultural sensing,"Population growth, climate change, and the worldwide COVID-19 pandemic are imposing increasing pressure on global agricultural production. The challenge of increasing crop yield while ensuring sustainable development of environmentally friendly agriculture is a common issue throughout the world. Autonomous systems, sensing technologies, and artificial intelligence offer great opportunities to tackle this issue. In precision agriculture (PA), non-destructive and non-invasive remote and proximal sensing methods have been widely used to observe crops in visible and invisible spectra. Nowadays, the integration of high-performance imagery sensors (e.g., RGB, multispectral, hyperspectral, thermal, and SAR) and unmanned mobile platforms (e.g., satellites, UAVs, and terrestrial agricultural robots) are yielding a huge number of high-resolution farmland images, in which rich crop information is compressed. However, this has been accompanied by challenges, i.e., ways to swiftly and efficiently making full use of these images, and then, to perform fine crop management based on information-supported decision making. In the past few years, deep learning (DL) has shown great potential to reshape many industries because of its powerful capabilities of feature learning from massive datasets, and the agriculture industry is no exception. More and more agricultural scientists are paying attention to applications of deep learning in image-based farmland observations, such as land mapping, crop classification, biotic/abiotic stress monitoring, and yield prediction. To provide an update on these studies, we conducted a comprehensive investigation with a special emphasis on deep learning in multiscale agricultural remote and proximal sensing. Specifically, the applications of convolutional neural network-based supervised learning (CNN-SL), transfer learning (TL), and few-shot learning (FSL) in crop sensing at land, field, canopy, and leaf scales are the focus of this review. We hope that this work can act as a reference for the global agricultural community regarding DL in PA and can inspire deeper and broader research to promote the evolution of modern agriculture."
UAV in the advent of the twenties: Where we stand and what is next,"The use of Unmanned Aerial Vehicles (UAVs) has surged in the last two decades, making them popular instruments for a wide range of applications, and leading to a remarkable number of scientific contributions in geoscience, remote sensing and engineering. However, the development of best practices for high quality of UAV mapping are often overlooked representing a drawback for their wider adoption. UAV solutions then require an inter-disciplinary research, integrating different expertise and combining several hardware and software components on the same platform. Despite the high number of peer-reviewed papers on UAVs, little attention has been given to the interaction between research topics from different domains (such as robotics and computer vision) that impact the use of UAV in remote sensing. The aim of this paper is to (i) review best practices for the use of UAVs for remote sensing and mapping applications and (ii) report on current trends - including adjacent domains - for UAV use and discuss their future impact in photogrammetry and remote sensing. Hardware developments, navigation and acquisition strategies, and emerging solutions for data processing in innovative applications are considered in this analysis. As the number and the heterogeneity of debated topics are large, the paper is organized according to very specific questions considered most relevant by the authors.
"
Deep learning in multimodal remote sensing data fusion: A comprehensive review,"With the extremely rapid advances in remote sensing (RS) technology, a great quantity of Earth observation (EO) data featuring considerable and complicated heterogeneity are readily available nowadays, which renders researchers an opportunity to tackle current geoscience applications in a fresh way. With the joint utilization of EO data, much research on multimodal RS data fusion has made tremendous progress in recent years, yet these developed traditional algorithms inevitably meet the performance bottleneck due to the lack of the ability to comprehensively analyze and interpret strongly heterogeneous data. Hence, this non-negligible limitation further arouses an intense demand for an alternative tool with powerful processing competence. Deep learning (DL), as a cutting-edge technology, has witnessed remarkable breakthroughs in numerous computer vision tasks owing to its impressive ability in data representation and reconstruction. Naturally, it has been successfully applied to the field of multimodal RS data fusion, yielding great improvement compared with traditional methods. This survey aims to present a systematic overview in DL-based multimodal RS data fusion. More specifically, some essential knowledge about this topic is first given. Subsequently, a literature survey is conducted to analyze the trends of this field. Some prevalent sub-fields in the multimodal RS data fusion are then reviewed in terms of the to-be-fused data modalities, i.e., spatiospectral, spatiotemporal, light detection and ranging-optical, synthetic aperture radar-optical, and RS-Geospatial Big Data fusion. Furthermore, We collect and summarize some valuable resources for the sake of the development in multimodal RS data fusion. Finally, the remaining challenges and potential future directions are highlighted.
"
Google Earth Engine and artificial intelligence (AI): a comprehensive review,"Remote sensing (RS) plays an important role gathering data in many critical domains (e.g., global climate change, risk assessment and vulnerability reduction of natural hazards, resilience of ecosystems, and urban planning). Retrieving, managing, and analyzing large amounts of RS imagery poses substantial challenges. Google Earth Engine (GEE) provides a scalable, cloud-based, geospatial retrieval and processing platform. GEE also provides access to the vast majority of freely available, public, multi-temporal RS data and offers free cloud-based computational power for geospatial data analysis. Artificial intelligence (AI) methods are a critical enabling technology to automating the interpretation of RS imagery, particularly on object-based domains, so the integration of AI methods into GEE represents a promising path towards operationalizing automated RS-based monitoring programs. In this article, we provide a systematic review of relevant literature to identify recent research that incorporates AI methods in GEE. We then discuss some of the major challenges of integrating GEE and AI and identify several priorities for future research. We developed an interactive web application designed to allow readers to intuitively and dynamically review the publications included in this literature review."
"Exploring the relationships between land surface temperature and its influencing factors using multisource spatial big data: a case study in Beijing, China","A better understanding of the relationship between land surface temperature (LST) and its influencing factors is important to the livable, healthy, and sustainable development of cities. In this study, we focused on the potential effect of human daily activities on LST from a short-term perspective. Beijing was selected as a case city, and Weibo check-in data were employed to measure the intensity of human daily activities. MODIS data were analyzed and used for urban LST measurement. We adopted spatial autocorrelation analysis, Pearson correlation analysis, and spatial autoregressive model to explore the influence mechanism of LST, and the study was performed at both the pixel scale and subdistrict scale. The results show that there is a significant and positive spatial autocorrelation between LSTs, and urban landscape components are strong explainers of LST. A significant and positive effect of human daily activities on LST is captured at night, and this effect can last and accumulate over a few hours. The variables of land use functions and building forms show varying impacts on LST from daytime to nighttime. Moreover, the comparison between results at different scales indicates that the relationships between LST and some explainers are sensitive to the study scale. The current study enriches the literature on LST and offers meaningful and practical suggestions for the monitoring, early warning, and management of urban thermal environment with remote sensing technology and spatial big data sources."
Estimation of fractional vegetation cover dynamics based on satellite remote sensing in pakistan: a comprehensive study on the FVC and its drivers,"The present investigation exposes the significant variations of Fractional Vegetation Cover (FVC) and drivers from year 2003 to 2013 in Pakistan. It is directly calculated by remote-sensing data using Moderate Resolution Imaging Spectroradiometer-Normalized Difference Vegetation Index (MODIS-NDVI) and Compound Night Light Index/Defense Meteorological Program/Operational Line-Scan System (CNLI/DMSP/OLS). The spatial patterns of FVC variation are mainly categorized into three levels, low (<10%), medium (40%) and high (70%), with consequent findings. The FVC time series analysis exhibited the fitting curve with straight lines at 0.29 (29%). These findings displayed the utmost annual mean values 26% to 31% and 28% and 29% correspond to level 70% and 40%, respectively. Among all levels, level 10% has the lowest mean. The trend analysis displayed the low FVC for the southwest and south-eastern regions. This is attributed to industrialization, urbanization, land use, land cover change, and related climatic factors: the northeast and the northwest areas displayed medium and high FVC due to less human disturbance. Using different remotely sensed data, human activities (industrialization and urbanization, etc.) and climatic factors such as rainfall and temperature are considered driving factors of FVC dynamics. Finally, the correlation value of the coefficient verified the link between climatic factors, FVC and CNLI. These findings present the positive correlation of FVC with rainfall and the negative with compounded night light index and temperature.
"
"Automatic detection of aquatic weeds: A case study in the Guadiana River, Spain","The spread of aquatic invasive plants is a major concern in several zones of the world's geography. These plants, which are not part of the natural ecosystem, cause a negative impact to the environment, as well as to economy and society. In Spain, large areas of Guadiana (the second-longest river in Spain) have been invaded by such plants. Among the strategies to address this problem, monitoring and detection play an important role to control the spatiotemporal distribution of the invasive plants. The main objective of this work is to develop a methodology able to automatically detect the geolocation of aquatic invasive plants using remote sensing and machine learning techniques. To this end, several classification algorithms have been applied to freely available multispectral satellite imagery, collected by ESA's Sentinel-2 satellite. A quantitative and comparative assessment is conducted using different machine and deep learning algorithms from classical methods, such as unsupervised K-means to supervised random forests and convolutional neural networks. This study also proposes a methodology for validating the obtained classification results, generating synthetic ground truth images based on available high spatial resolution imagery. The obtained results demonstrate the suitability of some of the considered algorithms for automatic detection of aquatic weeds in satellite images with medium spatial resolution."
A comprehensive review on deep learning based remote sensing image super-resolution methods,"Satellite imageries are an important geoinformation source for different applications in the Earth Science field. However, due to the limitation of the optic and sensor technologies and the high cost to update the sensors and equipments, the spectral and spatial resolution of the Earth Observation satellites may not meet the desired requirements. Thus, Remote Sensing Image Super-resolution (RSISR) which aims at restoring the high-resolution (HR) remote sensing images from the given low-resolution (LR) images has drawn considerable attention and witnessed the rapid development of the deep learning (DL) algorithms. In this research, we aim to comprehensively review the DL-based single image super-resolution (SISR) methods on optical remote sensing images. First, we introduce the DL techniques utilized in SISR. Second, we summarize the RSISR algorithms thoroughly, including the DL models, commonly used remote sensing datasets, loss functions, and performance evaluation metrics. Third, we present a new multi-sensor dataset that consists of Very High-Resolution satellite images from different satellites of various landscapes and evaluate the performance of some state-of-the-art super-resolution methods on this dataset. Finally, we envision the challenges and future research in the RSISR field.
"
Two-step alignment of mixed reality devices to existing building data,"With the emergence of XR technologies, the demand for new time- and cost-saving applications in the AEC industry based on these new technologies is rapidly increasing. Their real-time feedback and digital interaction in the field makes these systems very well suited for construction site monitoring, maintenance, project planning, and so on. However, the continuously changing environments of construction sites and facilities requires extraordinary robust and dynamic data acquisition technologies to capture and update the built environment. New XR devices already have the hardware to accomplish these tasks, but the framework to document and geolocate multi-temporal mappings of a changing environment is still very much the subject of ongoing research. The goal of this research is, therefore, to study whether Lidar and photogrammetric technologies can be adapted to process XR sensory data and align multiple time series in the same coordinate system. Given the sometimes drastic changes on sites, we do not only use the sensory data but also any preexisting remote sensing data and as-is or as-designed BIM to aid the registration. In this work, we specifically study the low-resolution geometry and image matching of the Hololens 2 during consecutive stages of a construction. During the experiments, multiple time series of constructions are captured and registered. The experiments show that XR-captured data can be reliably registered to preexisting datasets with an accuracy that matches or exceeds the resolution of the sensory data. These results indicate that this method is an excellent way to align generic XR devices to a wide variety of existing reference data."
Estimation of ground PM2. 5 concentrations in Pakistan using convolutional neural network and multi-pollutant satellite images,"During the last few decades, worsening air quality has been diagnosed in many cities around the world. The accurately prediction of air pollutants, particularly, particulate matter 2.5 (PM2.5) is extremely important for environmental management. A Convolutional Neural Network (CNN) P-CNN model is presented in this paper, which uses seven different pollutant satellite images, such as Aerosol index (AER AI), Methane (CH4), Carbon monoxide (CO), Formaldehyde (HCHO), Nitrogen dioxide (NO2), Ozone (O3) and Sulfur dioxide (SO2), as auxiliary variables to estimate daily average PM2.5 concentrations. This study estimates daily average of PM2.5 concentrations in various cities of Pakistan (Islamabad, Lahore, Peshawar and Karachi) by using satellite images. The dataset contains a total of 2562 images from May-2019 to April-2020. We compare and analyze AlexNet, VGG16, ResNet50 and P-CNN model on every dataset. The accuracy of machine learning models was checked with Mean Absolute Error (MAE), Root Mean Square Error (RMSE) and Mean Absolute Percentage Error (MAPE). The results show that P-CNN is more accurate than other approaches in estimating PM2.5 concentrations from satellite images. This study presents robust model using satellite images, useful for estimating PM2.5 concentrations."
Novel piecewise distance based on adaptive region key-points extraction for LCCD with VHR remote-sensing images,"Land cover change detection (LCCD) with very high-resolution remote-sensing images (VHR_RSIs) is important in observing surface change on Earth. However, pseudo-changes usually reduce the accuracy of the detection map. In this article, a novel piecewise distance based on adaptive region key-points extraction called sparse key-point distance (SKPD) is developed to measure the change magnitude between the bitemporal VHR_RSIs for LCCD. The proposed approach consists of three steps. First, an adaptive region generation algorithm is promoted for exploring spatial–contextual information. Then, the adaptive region around each pixel is sparsely represented with the box-whisker plot theory, and the adaptive region is converted into a sparse key-point vector. Finally, a piecewise distance is defined to measure the change magnitude between the bitemporal images. While the entire VHR_RSIs are scanned and the proposed SKPD method proceeds on a pixel-by-pixel basis, a change magnitude image (CMI) can be generated and a binary threshold method can be applied on the CMI to obtain a change detection map. Experimental results based on four pairs of real VHR_RSIs and four state-of-the-art methods effectively demonstrated the superiority of the proposed approach for achieving LCCD with VHR_RSIs, such as the improvements for the four datasets are 5.25%, 14.76%, 18.13%, and 22.24%, respectively, in terms of overall accuracy."
Perception and sensing for autonomous vehicles under adverse weather conditions: A survey,"Automated Driving Systems (ADS) open up a new domain for the automotive industry and offer new possibilities for future transportation with higher efficiency and comfortable experiences. However, perception and sensing for autonomous driving under adverse weather conditions have been the problem that keeps autonomous vehicles (AVs) from going to higher autonomy for a long time. This paper assesses the influences and challenges that weather brings to ADS sensors in a systematic way, and surveys the solutions against inclement weather conditions. State-of-the-art algorithms and deep learning methods on perception enhancement with regard to each kind of weather, weather status classification, and remote sensing are thoroughly reported. Sensor fusion solutions, weather conditions coverage in currently available datasets, simulators, and experimental facilities are categorized. Additionally, potential ADS sensor candidates and developing research directions such as V2X (Vehicle to Everything) technologies are discussed. By looking into all kinds of major weather problems, and reviewing both sensor and computer science solutions in recent years, this survey points out the main moving trends of adverse weather problems in perception and sensing, i.e., advanced sensor fusion and more sophisticated machine learning techniques; and also the limitations brought by emerging 1550 nm LiDARs. In general, this work contributes a holistic overview of the obstacles and directions of perception and sensing research development in terms of adverse weather conditions.
"
A bibliometric review of the use of unmanned aerial vehicles in precision agriculture and precision viticulture for sensing applications,"This review focuses on the use of unmanned aerial vehicles (UAVs) in precision agriculture, and specifically, in precision viticulture (PV), and is intended to present a bibliometric analysis of their developments in the field. To this aim, a bibliometric analysis of research papers published in the last 15 years is presented based on the Scopus database. The analysis shows that the researchers from the United States, China, Italy and Spain lead the precision agriculture through UAV applications. In terms of employing UAVs in PV, researchers from Italy are fast extending their work followed by Spain and finally the United States. Additionally, the paper provides a comprehensive study on popular journals for academicians to submit their work, accessible funding organizations, popular nations, institutions, and authors conducting research on utilizing UAVs for precision agriculture. Finally, this study emphasizes the necessity of using UAVs in PV as well as future possibilities."
